source_name,region,city,category,ownership,registration_type,annual_visitors,collection_count,exhibition_area_sqm,official_scale_score,data_confidence,source_reference_date,source_sheet,source_row,source_url
국립중앙박물관,서울,용산구,박물관,국립,1종,3788785,438365,22263.59,99.9,1.0,2025-01-01,박물관,10,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
국립민속박물관,서울,종로구,박물관,국립,1종,1045627,178999,5874.43,98.9,1.0,2025-01-01,박물관,11,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
대한민국역사박물관,서울,종로구,박물관,국립,1종,947274,174775,3344.71,98.4,1.0,2025-01-01,박물관,13,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
국립고궁박물관,서울,종로구,박물관,국립,1종,821906,88817,5634.0,98.1,1.0,2025-01-01,박물관,18,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
국립항공박물관,서울,강서구,박물관,국립,1종,365001,22530,6793.0,95.9,1.0,2025-01-01,박물관,26,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
국립한글박물관,서울,용산구,박물관,국립,1종,338787,89373,2190.0,95.4,1.0,2025-01-01,박물관,14,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
국립농업박물관,경기,수원시,박물관,국립,1종,565917,15802,3575.0,95.3,1.0,2025-01-01,박물관,325,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
국립현대미술관(과천관),경기,과천시,미술관,국립,1종,562604,11819,13788.2,94.6,1.0,2025-01-01,미술관,10,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
서울역사박물관,서울,종로구,박물관,공립,1종,754677,373422,6328.0,94.5,1.0,2025-01-01,박물관,38,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
국회박물관,서울,영등포구,박물관,국립,1종,284185,33552,2559.77,94.0,1.0,2025-01-01,박물관,22,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
한성백제박물관,서울,송파구,박물관,공립,1종,637000,91167,2715.8,93.0,1.0,2025-01-01,박물관,48,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
서울공예박물관,서울,종로구,박물관,공립,1종,652872,51719,2234.1,92.4,1.0,2025-01-01,박물관,33,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
전쟁기념관,서울,용산구,박물관,사립,1종,3074251,39021,40383.0,90.5,1.0,2025-01-01,박물관,97,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
서대문자연사박물관,서울,서대문구,박물관,공립,1종,232324,53697,2667.0,89.7,1.0,2025-01-01,박물관,30,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
서울시립미술관,서울,중구,미술관,공립,1종,1918799,6158,3283.39,89.3,1.0,2025-01-01,미술관,18,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
한국만화박물관,경기,부천시,박물관,공립,1종,200473,249464,2099.0,89.1,1.0,2025-01-01,박물관,373,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
국립대한민국임시정부기념관,서울,서대문구,박물관,국립,1종,188095,9742,2385.35,89.0,1.0,2025-01-01,박물관,27,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
국립세계문자박물관,인천,연수구,박물관,국립,1종,1128818,1834,2740.92,88.6,1.0,2025-01-01,박물관,218,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
DDP디자인뮤지엄,서울,중구,미술관,공립,1종,855433,7024,1557.0,88.0,1.0,2025-01-01,미술관,16,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
송파책박물관,서울,송파구,박물관,공립,1종,326464,22982,1040.0,87.8,1.0,2025-01-01,박물관,42,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
국토발전전시관,서울,중구,박물관,국립,1종,121163,18708,1392.8,87.1,1.0,2025-01-01,박물관,21,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
서울생활사박물관,서울,노원구,박물관,공립,1종,280099,11033,1272.0,86.0,1.0,2025-01-01,박물관,36,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
국립수목원 산림박물관,경기,포천시,박물관,국립,1종,167149,5399,2130.08,85.7,1.0,2025-01-01,박물관,321,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
리움미술관,서울,용산구,미술관,사립,1종,391414,10137,3284.0,85.3,1.0,2025-01-01,미술관,30,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
경기도자미술관,경기,이천시,미술관,공립,1종,135731,17027,1926.91,84.6,1.0,2025-01-01,미술관,135,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
인천광역시립박물관,인천,연수구,박물관,공립,1종,145961,21008,1495.0,84.6,1.0,2025-01-01,박물관,231,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
국립경찰박물관,서울,종로구,박물관,국립,1종,102281,16682,1078.2,84.4,1.0,2025-01-01,박물관,17,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
육군박물관,서울,노원구,박물관,국립,1종,67215,15483,4574.0,84.4,1.0,2025-01-01,박물관,24,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
경기도박물관,경기,용인시,박물관,공립,1종,126070,20371,1761.92,84.2,1.0,2025-01-01,박물관,327,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
여주박물관,경기,여주시,박물관,공립,1종,180186,13867,1106.0,83.7,1.0,2025-01-01,박물관,360,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
수원화성박물관,경기,수원시,박물관,공립,1종,181070,8111,1636.0,83.1,1.0,2025-01-01,박물관,348,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
한국은행 화폐박물관,서울,중구,박물관,사립,1종,181276,21320,2265.0,83.1,1.0,2025-01-01,박물관,110,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
수원광교박물관,경기,수원시,박물관,공립,1종,95370,43357,1420.0,82.3,1.0,2025-01-01,박물관,346,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
철도박물관,경기,의왕시,박물관,사립,1종,156175,12720,4578.0,81.6,1.0,2025-01-01,박물관,421,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
안산산업역사박물관,경기,안산시,박물관,공립,1종,112418,12062,1373.98,81.2,1.0,2025-01-01,박물관,351,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
전곡선사박물관,경기,연천군,박물관,공립,1종,128932,5642,2398.0,80.8,1.0,2025-01-01,박물관,367,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
강화역사박물관,인천,강화군,박물관,공립,1종,111873,11644,1215.0,80.7,1.0,2025-01-01,박물관,220,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
국립국악원 국악박물관,서울,서초구,박물관,국립,1종,80057,10014,1018.0,80.6,1.0,2025-01-01,박물관,15,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
청계천박물관,서울,성동구,박물관,공립,1종,147522,4687,1552.0,79.8,1.0,2025-01-01,박물관,47,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
허브아일랜드식물원,경기,포천시,박물관,사립,1종,385454,1950,6600.0,79.6,1.0,2025-01-01,박물관,436,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
서울교육박물관,서울,종로구,박물관,공립,1종,114562,17527,524.0,79.3,1.0,2025-01-01,박물관,34,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
한국이민사박물관,인천,중구,박물관,공립,1종,81393,14260,1199.0,79.1,1.0,2025-01-01,박물관,234,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
시흥오이도박물관,경기,시흥시,박물관,공립,1종,214503,3230,958.0,79.0,1.0,2025-01-01,박물관,349,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
강화자연사박물관,인천,강화군,박물관,공립,1종,103106,9754,1134.0,78.9,1.0,2025-01-01,박물관,221,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
서대문형무소역사관,서울,서대문구,박물관,공립,1종,567608,429,2077.0,78.5,1.0,2025-01-01,박물관,31,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
한국민속촌 박물관,경기,용인시,박물관,사립,1종,216513,4292,1585.0,78.3,1.0,2025-01-01,박물관,431,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
한국영화박물관,서울,마포구,박물관,국립,1종,44728,1400083,673.0,78.0,1.0,2025-01-01,박물관,25,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
인천도시역사관,인천,연수구,박물관,공립,1종,191175,922,2914.0,77.9,1.0,2025-01-01,박물관,232,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
양주시립회암사지박물관,경기,양주시,박물관,공립,1종,60002,16939,1417.0,77.8,1.0,2025-01-01,박물관,357,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
서소문성지 역사박물관,서울,중구,박물관,공립,1종,205843,867,2641.27,77.8,1.0,2025-01-01,박물관,32,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
경기도어린이박물관,경기,용인시,박물관,공립,1종,336888,367,3225.0,77.7,1.0,2025-01-01,박물관,328,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
한양대학교박물관,서울,성동구,박물관,대학,1종,61303,31802,1860.0,77.4,1.0,2025-01-01,박물관,150,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
서울우리소리박물관,서울,종로구,박물관,공립,1종,127858,7869,576.0,77.3,1.0,2025-01-01,박물관,39,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
수원박물관,경기,수원시,박물관,공립,1종,50003,42370,1682.0,77.2,1.0,2025-01-01,박물관,347,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
부천자연생태박물관,경기,부천시,박물관,공립,1종,324940,920,870.3,76.7,1.0,2025-01-01,박물관,341,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
K현대미술관,서울,강남구,미술관,사립,2종,356000,1760,3734.0,75.7,1.0,2025-01-01,미술관,23,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
전기박물관,서울,서초구,박물관,사립,1종,72737,12676,2706.0,75.7,1.0,2025-01-01,박물관,95,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
삼성화재 모빌리티 뮤지엄,경기,용인시,박물관,사립,1종,241575,893,5058.0,75.5,1.0,2025-01-01,박물관,396,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
실학박물관,경기,남양주시,박물관,공립,1종,161391,1878,959.8,75.2,1.0,2025-01-01,박물관,350,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
롯데월드 민속박물관,서울,송파구,박물관,사립,1종,268633,778,3600.0,75.1,1.0,2025-01-01,박물관,66,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
검단선사박물관,인천,서구,박물관,공립,1종,62241,12207,784.06,74.9,1.0,2025-01-01,박물관,223,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
국립6.25전쟁납북자기념관,경기,파주시,박물관,국립,1종,50967,5598,1006.0,74.8,1.0,2025-01-01,박물관,320,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
세종대왕역사문화관,경기,여주시,박물관,국립,1종,297594,160,780.0,74.7,1.0,2025-01-01,박물관,323,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
수도박물관,서울,성동구,박물관,공립,1종,109436,926,5941.0,74.4,1.0,2025-01-01,박물관,43,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
짜장면박물관,인천,중구,박물관,공립,1종,196653,1213,566.0,74.2,1.0,2025-01-01,박물관,233,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
연세대학교박물관,서울,서대문구,박물관,대학,1종,42900,152609,1884.0,74.1,1.0,2025-01-01,박물관,147,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
경기도자박물관,경기,광주시,박물관,공립,1종,66591,4120,1735.0,74.0,1.0,2025-01-01,박물관,329,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
한가람미술관,서울,서초구,미술관,사립,1종,800146,214,3805.0,73.9,1.0,2025-01-01,미술관,52,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
경기도미술관,경기,안산시,미술관,공립,1종,125679,761,2115.0,73.7,1.0,2025-01-01,미술관,134,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
남양주시립박물관,경기,남양주시,박물관,공립,1종,70998,10249,517.3,73.7,1.0,2025-01-01,박물관,337,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
서울상상나라,서울,광진구,박물관,공립,1종,404503,99,2781.0,73.7,1.0,2025-01-01,박물관,35,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
농협 농업박물관,서울,중구,박물관,사립,1종,103189,3415,2753.0,73.4,1.0,2025-01-01,박물관,62,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
양평친환경농업박물관,경기,양평군,박물관,공립,1종,72518,4440,1097.0,73.3,1.0,2025-01-01,박물관,359,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
국립여성사전시관,경기,고양시,박물관,국립,1종,46537,8513,507.0,73.2,1.0,2025-01-01,박물관,322,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
고양어린이박물관,경기,고양시,박물관,공립,1종,215708,163,2337.6,72.9,1.0,2025-01-01,박물관,333,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
안양박물관,경기,안양시,박물관,공립,1종,92165,4165,621.0,72.9,1.0,2025-01-01,박물관,356,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
여주곤충박물관,경기,여주시,박물관,사립,1종,176463,4880,492.27,72.7,1.0,2025-01-01,박물관,403,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
인천개항박물관,인천,중구,박물관,공립,1종,181697,675,758.87,72.7,1.0,2025-01-01,박물관,230,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
용산역사박물관,서울,용산구,박물관,공립,1종,57439,5564,1104.96,72.4,1.0,2025-01-01,박물관,45,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
양평곤충박물관,경기,양평군,박물관,공립,1종,61801,11697,372.0,72.3,1.0,2025-01-01,박물관,358,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
서울약령시한의약박물관,서울,동대문구,박물관,공립,1종,146227,1137,624.0,72.3,1.0,2025-01-01,박물관,37,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
고려대학교박물관,서울,성북구,박물관,대학,1종,33080,104105,3041.0,71.9,1.0,2025-01-01,박물관,128,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
은평역사한옥박물관,서울,은평구,박물관,공립,1종,67964,4388,788.0,71.8,1.0,2025-01-01,박물관,46,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
백남준아트센터,경기,용인시,미술관,공립,1종,186583,279,1157.0,71.5,1.0,2025-01-01,미술관,139,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
부평역사박물관,인천,부평구,박물관,공립,1종,55997,6393,943.6,71.5,1.0,2025-01-01,박물관,226,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
암사동선사유적박물관,서울,강동구,박물관,공립,1종,110080,542,1687.0,71.3,1.0,2025-01-01,박물관,44,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
한가람디자인미술관,서울,서초구,미술관,사립,1종,275997,414,1394.0,71.2,1.0,2025-01-01,미술관,51,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
옥토끼우주센터,인천,강화군,박물관,사립,1종,130732,693,3956.0,70.9,1.0,2025-01-01,박물관,241,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
한탄강 세계지질공원센터,경기,포천시,박물관,공립,1종,45914,7885,971.0,70.6,1.0,2025-01-01,박물관,374,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
하남역사박물관,경기,하남시,박물관,공립,1종,41743,8641,1149.0,70.4,1.0,2025-01-01,박물관,372,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
호암미술관,경기,용인시,박물관,사립,1종,227000,350,1515.0,70.4,1.0,2025-01-01,박물관,437,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
경기북부어린이박물관,경기,동두천시,박물관,공립,1종,166371,158,1783.71,70.1,1.0,2025-01-01,박물관,330,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
수원시립미술관,경기,수원시,미술관,공립,1종,119259,294,2058.6,70.0,1.0,2025-01-01,미술관,141,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
영종역사관,인천,중구,박물관,공립,1종,47477,4466,938.4,69.1,1.0,2025-01-01,박물관,229,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
세미원연꽃박물관,경기,양평군,박물관,공립,2종,284447,692,288.0,68.9,1.0,2025-01-01,박물관,345,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
백범김구기념관,서울,용산구,박물관,사립,1종,110096,796,1788.0,68.8,1.0,2025-01-01,박물관,73,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
허준박물관,서울,강서구,박물관,공립,1종,46365,2655,1522.0,68.8,1.0,2025-01-01,박물관,49,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
북촌동양문화박물관,서울,종로구,박물관,사립,1종,95151,8520,235.06,68.6,1.0,2025-01-01,박물관,75,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
건국대학교 박물관,서울,광진구,박물관,대학,1종,50907,13721,331.0,68.3,1.0,2025-01-01,박물관,124,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
독도체험관,서울,영등포구,박물관,사립,1종,211664,320,1058.76,68.1,1.0,2025-01-01,박물관,121,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
