source_name,region,city,category,ownership,registration_type,annual_visitors,collection_count,exhibition_area_sqm,official_scale_score,data_confidence,source_reference_date,source_sheet,source_row,source_url
송암미술관,인천,미추홀구,미술관,공립,1종,26361,11139,2069.4,67.6,1.0,2025-01-01,미술관,90,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
용인시박물관,경기,용인시,박물관,공립,1종,42997,6043,682.0,67.5,1.0,2025-01-01,박물관,362,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
안성맞춤박물관,경기,안성시,박물관,공립,1종,46830,3747,633.0,67.2,1.0,2025-01-01,박물관,355,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
서울대학교박물관,서울,관악구,박물관,대학,1종,35319,8089,1675.11,67.2,1.0,2025-01-01,박물관,136,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
국립지도박물관,경기,수원시,박물관,국립,1종,43453,1042,938.0,67.1,1.0,2025-01-01,박물관,324,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
김홍도미술관,경기,안산시,미술관,공립,1종,58251,616,1398.0,66.7,1.0,2025-01-01,미술관,138,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
유니스의정원 보타닉하우스,경기,안산시,박물관,사립,1종,32921,10012,8542.0,66.7,1.0,2025-01-01,박물관,412,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
판교박물관,경기,성남시,박물관,공립,1종,38109,5550,1043.0,66.6,1.0,2025-01-01,박물관,370,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
서울서예박물관,서울,서초구,미술관,사립,1종,88482,807,1423.0,66.4,1.0,2025-01-01,미술관,34,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
한국천주교순교자박물관,서울,마포구,박물관,사립,1종,54934,5772,786.0,66.4,1.0,2025-01-01,박물관,112,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
국립극장 공연예술박물관,서울,중구,박물관,국립,1종,14081,504521,885.0,66.3,1.0,2025-01-01,박물관,16,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
유엔군 초전기념관,경기,오산시,박물관,공립,1종,88142,274,1184.76,66.2,1.0,2025-01-01,박물관,363,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
숭실대학교 한국기독교박물관,서울,동작구,박물관,대학,1종,27518,10914,1515.0,65.9,1.0,2025-01-01,박물관,146,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
자유수호평화박물관,경기,동두천시,박물관,공립,1종,39792,2024,1312.0,65.2,1.0,2025-01-01,박물관,366,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
화성시 역사박물관,경기,화성시,박물관,공립,1종,38267,19319,136.21,65.1,1.0,2025-01-01,박물관,375,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
안중근의사기념관,서울,중구,박물관,사립,1종,136994,218,1169.0,65.0,1.0,2025-01-01,박물관,87,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
이화여자대학교박물관,서울,서대문구,박물관,대학,1종,19267,23664,2137.1,64.3,1.0,2025-01-01,박물관,148,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
경기생활도자미술관,경기,여주시,미술관,공립,1종,39116,2903,934.0,64.2,1.0,2025-01-01,미술관,136,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
안성3·1운동기념관,경기,안성시,박물관,공립,1종,57061,1553,377.9,64.1,1.0,2025-01-01,박물관,354,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
둘리뮤지엄,서울,도봉구,박물관,공립,1종,57434,466,1046.0,64.0,1.0,2025-01-01,박물관,29,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
조명박물관,경기,양주시,박물관,사립,1종,39341,2845,3346.0,63.8,1.0,2025-01-01,박물관,415,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
김중업건축박물관,경기,안양시,박물관,공립,1종,24516,7408,1018.0,63.5,1.0,2025-01-01,박물관,335,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
양주시립장욱진미술관,경기,양주시,미술관,공립,1종,64484,580,481.0,63.5,1.0,2025-01-01,미술관,142,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
부천시립박물관,경기,부천시,박물관,공립,1종,22719,6116,1464.78,63.4,1.0,2025-01-01,박물관,340,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
아모레퍼시픽미술관,서울,용산구,미술관,사립,1종,90000,180,3122.0,63.3,1.0,2025-01-01,미술관,41,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
제암리3.1운동순국기념관,경기,화성시,박물관,공립,1종,33943,6591,364.0,63.1,1.0,2025-01-01,박물관,368,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
풀짚공예박물관,경기,광주시,박물관,사립,1종,98112,2382,106.0,62.9,1.0,2025-01-01,박물관,425,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
양주시립민복진미술관,경기,양주시,미술관,공립,1종,64484,479,447.0,62.5,1.0,2025-01-01,미술관,147,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
이천시립박물관,경기,이천시,박물관,공립,2종,37891,1733,3882.0,62.4,1.0,2025-01-01,박물관,365,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
서울대학교미술관,서울,관악구,미술관,대학,1종,44589,1006,1112.0,62.2,1.0,2025-01-01,미술관,60,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
소마미술관,서울,송파구,미술관,사립,1종,53183,518,2412.0,62.1,1.0,2025-01-01,미술관,38,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
세종문화회관 미술관,서울,종로구,미술관,사립,2종,150558,64,5478.0,61.7,1.0,2025-01-01,미술관,36,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
미호박물관,경기,남양주시,박물관,사립,1종,45720,2241,940.0,61.6,1.0,2025-01-01,박물관,390,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
대림미술관,서울,종로구,미술관,사립,1종,95082,236,897.2,61.2,1.0,2025-01-01,미술관,27,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
단국대학교 석주선기념박물관,경기,용인시,박물관,대학,1종,12359,48533,1761.0,60.8,1.0,2025-01-01,박물관,444,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
롯데뮤지엄,서울,송파구,미술관,사립,1종,84091,206,1129.6,60.8,1.0,2025-01-01,미술관,29,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
계양산성박물관,인천,계양구,박물관,공립,1종,33873,2445,599.0,60.8,1.0,2025-01-01,박물관,224,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
G밸리산업박물관,서울,구로구,박물관,공립,1종,22000,2416,2151.0,60.6,1.0,2025-01-01,박물관,51,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
황순원문학촌 소나기마을,경기,양평군,박물관,공립,1종,56262,227,801.6,60.5,1.0,2025-01-01,박물관,376,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
과천시 추사박물관,경기,과천시,박물관,공립,1종,15778,16329,765.0,60.1,1.0,2025-01-01,박물관,334,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
경희대학교 자연사박물관,서울,동대문구,박물관,대학,1종,11450,64660,1580.0,60.0,1.0,2025-01-01,박물관,125,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
양평군립미술관,경기,양평군,미술관,공립,2종,46352,359,1685.0,59.9,1.0,2025-01-01,미술관,143,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
현대어린이책미술관 MOKA,경기,성남시,미술관,사립,1종,91563,236,620.0,59.8,1.0,2025-01-01,미술관,187,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
성호박물관,경기,안산시,박물관,공립,1종,26926,3103,532.0,59.0,1.0,2025-01-01,박물관,344,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
아르코미술관,서울,종로구,미술관,사립,1종,58268,423,715.5,58.9,1.0,2025-01-01,미술관,40,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
이화여자대학교 자연사박물관,서울,서대문구,박물관,대학,1종,11701,242835,953.0,58.7,1.0,2025-01-01,박물관,149,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
매헌윤봉길의사기념관,서울,서초구,박물관,사립,2종,78098,594,617.0,58.6,1.0,2025-01-01,박물관,67,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
여주시립폰박물관,경기,여주시,박물관,공립,1종,21788,5696,486.58,58.5,1.0,2025-01-01,박물관,361,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
성곡미술관,서울,종로구,미술관,사립,1종,56195,307,1108.62,58.4,1.0,2025-01-01,미술관,35,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
도산안창호기념관,서울,강남구,박물관,사립,2종,50265,6260,143.0,58.3,1.0,2025-01-01,박물관,64,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
겸재정선미술관,서울,강서구,미술관,공립,1종,41575,446,606.0,58.0,1.0,2025-01-01,미술관,17,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
안산어촌민속박물관,경기,안산시,박물관,공립,1종,34100,543,819.0,57.7,1.0,2025-01-01,박물관,352,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
석조전 대한제국역사관,서울,중구,박물관,국립,2종,45800,71,1170.0,57.7,1.0,2025-01-01,박물관,23,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
한국금융사박물관,서울,중구,박물관,사립,1종,22086,6635,802.5,57.5,1.0,2025-01-01,박물관,108,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
녹청자박물관,인천,서구,박물관,공립,1종,43002,471,342.0,57.0,1.0,2025-01-01,박물관,225,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
불교중앙박물관,서울,종로구,박물관,사립,1종,16242,12240,1090.0,56.9,1.0,2025-01-01,박물관,78,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
아프리카예술박물관,경기,포천시,박물관,사립,1종,31200,1300,1106.0,56.7,1.0,2025-01-01,박물관,399,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
환기미술관,서울,종로구,미술관,사립,1종,24225,2500,1197.0,56.5,1.0,2025-01-01,미술관,55,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
명성황후기념관,경기,여주시,박물관,공립,2종,85131,137,327.0,56.4,1.0,2025-01-01,박물관,338,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
부천로보파크 전시관,경기,부천시,박물관,사립,2종,57231,197,2119.0,56.4,1.0,2025-01-01,박물관,393,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
현대어린이책미술관 MOKA GARDEN,경기,남양주시,미술관,사립,2종,329874,61,84.0,56.1,1.0,2025-01-01,미술관,188,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
한국근현대사박물관,경기,파주시,박물관,사립,1종,11000,70000,1049.34,56.0,1.0,2025-01-01,박물관,428,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
강화전쟁박물관,인천,강화군,박물관,공립,1종,38523,357,555.0,56.0,1.0,2025-01-01,박물관,222,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
경기대학교 소성박물관,경기,수원시,박물관,대학,1종,19891,2751,1267.0,55.9,1.0,2025-01-01,박물관,442,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
(재)중남미문화원병설박물관,경기,고양시,박물관,사립,1종,20658,3538,1518.0,55.8,1.0,2025-01-01,박물관,418,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
인천어린이박물관,인천,미추홀구,박물관,사립,1종,30000,565,2180.0,55.7,1.0,2025-01-01,박물관,242,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
목인박물관 목석원,서울,종로구,박물관,사립,1종,10386,12419,2038.0,55.3,1.0,2025-01-01,박물관,69,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
성남큐브미술관,경기,성남시,미술관,공립,2종,42016,204,1131.0,55.1,1.0,2025-01-01,미술관,140,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
배재학당역사박물관,서울,중구,박물관,사립,1종,20012,6704,633.0,55.1,1.0,2025-01-01,박물관,72,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
우석헌자연사박물관,경기,남양주시,박물관,사립,1종,21978,3690,948.94,55.0,1.0,2025-01-01,박물관,410,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
고양시립 아람미술관,경기,고양시,미술관,공립,1종,27645,112,2801.6,54.7,1.0,2025-01-01,미술관,137,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
한국항공대학교 항공우주박물관,경기,고양시,박물관,대학,1종,25000,1191,673.0,54.6,1.0,2025-01-01,박물관,452,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
안산향토사박물관,경기,안산시,박물관,공립,1종,21768,2648,348.0,54.5,1.0,2025-01-01,박물관,353,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
이천시립월전미술관,경기,이천시,미술관,공립,1종,21154,1665,637.0,54.5,1.0,2025-01-01,미술관,146,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
오산시립미술관,경기,오산시,미술관,공립,1종,38557,160,648.75,54.4,1.0,2025-01-01,미술관,145,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
고양가와지볍씨박물관,경기,고양시,박물관,공립,1종,16191,3108,697.0,54.2,1.0,2025-01-01,박물관,332,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
이화박물관,서울,중구,박물관,사립,1종,18000,5023,959.0,54.2,1.0,2025-01-01,박물관,94,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
국립기상박물관,서울,종로구,박물관,국립,1종,16946,1123,429.54,54.1,1.0,2025-01-01,박물관,20,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
가회민화박물관,서울,종로구,박물관,사립,1종,26650,6656,110.0,53.9,1.0,2025-01-01,박물관,54,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
아트선재센터,서울,종로구,미술관,사립,1종,46000,103,1276.0,53.9,1.0,2025-01-01,미술관,42,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
영훈뮤지엄,인천,남동구,박물관,사립,1종,27000,2500,414.0,53.9,1.0,2025-01-01,박물관,240,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
종자와 시인박물관,경기,연천군,박물관,사립,1종,18000,16780,209.04,53.8,1.0,2025-01-01,박물관,417,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
성북구립미술관,서울,성북구,미술관,공립,2종,24020,4715,222.0,53.6,1.0,2025-01-01,미술관,19,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
김포시독립운동기념관,경기,김포시,박물관,공립,2종,39980,370,479.0,53.5,1.0,2025-01-01,박물관,336,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
말박물관,경기,과천시,박물관,사립,1종,30599,1655,395.0,53.4,1.0,2025-01-01,박물관,388,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
종로구립 박노수미술관,서울,종로구,미술관,공립,1종,28426,998,191.0,53.4,1.0,2025-01-01,미술관,20,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
갤러리 우촌(미술관),경기,성남시,미술관,대학,2종,77414,70,495.0,53.3,1.0,2025-01-01,미술관,193,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
최용신기념관,경기,안산시,박물관,공립,1종,22953,1685,255.0,53.0,1.0,2025-01-01,박물관,369,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
손기정기념관,서울,중구,박물관,공립,1종,10772,5540,715.0,53.0,1.0,2025-01-01,박물관,41,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
가천박물관,인천,연수구,박물관,사립,1종,10129,55800,553.0,53.0,1.0,2025-01-01,박물관,236,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
미메시스아트뮤지엄,경기,파주시,미술관,사립,1종,29500,230,2374.0,52.9,1.0,2025-01-01,미술관,159,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
성균관대학교박물관,서울,종로구,박물관,대학,1종,8500,6484,1150.0,52.1,1.0,2025-01-01,박물관,139,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
목아박물관,경기,여주시,박물관,사립,1종,8232,10000,1478.0,51.9,1.0,2025-01-01,박물관,389,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
소전미술관,경기,시흥시,미술관,사립,2종,74750,320,129.51,51.9,1.0,2025-01-01,미술관,167,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
덕소자연사박물관,경기,남양주시,박물관,사립,1종,17107,2071,1157.0,51.6,1.0,2025-01-01,박물관,382,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
우리은행 은행사박물관,서울,중구,박물관,사립,1종,7078,14724,1128.72,51.6,1.0,2025-01-01,박물관,90,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
소래역사관,인천,남동구,박물관,공립,2종,28624,493,540.0,51.6,1.0,2025-01-01,박물관,227,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
다문화박물관,서울,은평구,박물관,사립,1종,10000,9000,1046.12,51.4,1.0,2025-01-01,박물관,63,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
예아리박물관,경기,용인시,박물관,사립,1종,14864,2000,1660.0,51.3,1.0,2025-01-01,박물관,405,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
삼육대학교 박물관,서울,노원구,박물관,대학,1종,7000,6400,1218.0,50.9,1.0,2025-01-01,박물관,133,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
이함미술관,경기,양평군,미술관,사립,1종,39457,110,943.85,50.6,1.0,2025-01-01,미술관,177,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
인천아트플랫폼,인천,중구,미술관,공립,1종,20771,607,460.0,50.6,1.0,2025-01-01,미술관,91,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
