source_name,region,city,category,ownership,registration_type,annual_visitors,collection_count,exhibition_area_sqm,official_scale_score,data_confidence,source_reference_date,source_sheet,source_row,source_url
양평아프리카문화예술박물관,경기,양평군,박물관,사립,2종,16950,97,177.0,32.2,1.0,2025-01-01,박물관,401,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
샬트르 성바오로수녀회 역사박물관,서울,중구,박물관,사립,1종,2458,2755,227.0,32.1,1.0,2025-01-01,박물관,80,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
서호미술관,경기,남양주시,미술관,사립,1종,5054,251,362.88,32.0,1.0,2025-01-01,미술관,163,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
을지대학교 범석의학박물관,경기,성남시,박물관,대학,1종,745,4545,643.5,32.0,1.0,2025-01-01,박물관,454,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
인천공항박물관,인천,중구,박물관,사립,2종,13599,102,244.2,32.0,1.0,2025-01-01,박물관,249,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
홍익대학교박물관,서울,마포구,박물관,대학,1종,1277,5240,243.0,31.9,1.0,2025-01-01,박물관,151,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
경인교육대학교 미술관 지누지움,인천,계양구,미술관,대학,1종,5795,133,249.0,31.8,1.0,2025-01-01,미술관,98,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
수원대학교박물관,경기,화성시,박물관,대학,1종,1000,1512,1179.0,31.7,1.0,2025-01-01,박물관,447,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
영은미술관,경기,광주시,미술관,사립,1종,2579,326,1234.0,31.7,1.0,2025-01-01,미술관,175,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
한향림옹기박물관,경기,파주시,박물관,사립,1종,3500,600,261.6,31.4,1.0,2025-01-01,박물관,435,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
모란미술관,경기,남양주시,미술관,사립,1종,5213,105,544.22,30.9,1.0,2025-01-01,미술관,158,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
아트린뮤지움,경기,파주시,미술관,사립,1종,5625,100,534.0,30.9,1.0,2025-01-01,미술관,168,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
두루뫼사료관,경기,파주시,박물관,사립,2종,1700,6278,369.0,30.8,1.0,2025-01-01,박물관,385,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
증권박물관(휴관),경기,고양시,박물관,사립,1종,0,9987,932.0,30.8,1.0,2025-01-01,박물관,419,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
성신여자대학교 정원박광훈복식박물관,서울,강북구,박물관,대학,1종,1654,966,545.0,30.7,1.0,2025-01-01,박물관,142,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
코리아나미술관,서울,강남구,미술관,사립,1종,2244,700,641.0,30.7,1.0,2025-01-01,미술관,48,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
권숙자 안젤리미술관,경기,용인시,미술관,사립,1종,6000,120,298.0,30.5,1.0,2025-01-01,미술관,171,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
디자인코리아뮤지엄,경기,성남시,박물관,사립,1종,545,21000,251.0,30.3,1.0,2025-01-01,박물관,386,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
김달진미술자료박물관,서울,종로구,박물관,사립,2종,2781,4096,88.0,30.2,1.0,2025-01-01,박물관,60,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
숙명여자대학교 정영양자수박물관,서울,용산구,박물관,대학,1종,1634,1012,473.0,30.1,1.0,2025-01-01,박물관,145,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
콩세유미술관,경기,파주시,미술관,사립,1종,5938,100,361.0,30.0,1.0,2025-01-01,미술관,181,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
세계골프역사박물관,서울,강남구,박물관,사립,1종,1795,1972,410.0,30.0,1.0,2025-01-01,박물관,83,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
(재)한원미술관,서울,서초구,미술관,사립,1종,3170,353,361.0,29.9,1.0,2025-01-01,미술관,47,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
숙명여자대학교문신미술관,서울,용산구,미술관,대학,1종,1818,659,506.0,29.9,1.0,2025-01-01,미술관,61,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
안상철미술관,경기,양주시,미술관,사립,1종,3638,332,280.0,29.8,1.0,2025-01-01,미술관,170,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
범패민속문화박물관,인천,미추홀구,박물관,사립,1종,500,56363,148.0,29.8,1.0,2025-01-01,박물관,238,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
닻미술관,경기,광주시,미술관,사립,1종,2399,899,315.0,29.7,1.0,2025-01-01,미술관,155,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
동덕여자대학교 박물관,서울,성북구,박물관,대학,1종,568,3002,751.0,29.7,1.0,2025-01-01,박물관,132,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
아해한국전통문화어린이박물관,경기,과천시,박물관,사립,1종,2190,958,399.0,29.6,1.0,2025-01-01,박물관,400,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
헬로우뮤지움,서울,성동구,미술관,사립,1종,6255,111,234.0,29.5,1.0,2025-01-01,미술관,54,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
서울올림픽기념관(휴관),서울,송파구,박물관,사립,1종,0,16712,0,29.4,0.67,2025-01-01,박물관,82,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
한국현대문학관(휴관),서울,중구,박물관,사립,1종,0,13680,363.0,29.3,1.0,2025-01-01,박물관,113,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
성재전통건축박물관,서울,종로구,박물관,사립,2종,12000,66,159.0,29.2,1.0,2025-01-01,박물관,120,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
배다골민속박물관,경기,고양시,박물관,사립,1종,3000,187,595.0,29.0,1.0,2025-01-01,박물관,391,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
여주미술관,경기,여주시,미술관,사립,1종,1072,871,1203.0,28.9,1.0,2025-01-01,미술관,174,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
코리아나 화장박물관,서울,강남구,박물관,사립,1종,883,4896,358.0,28.8,1.0,2025-01-01,박물관,102,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
인하대학교박물관,인천,미추홀구,박물관,대학,1종,980,4076,210.0,28.7,1.0,2025-01-01,박물관,251,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
보나장신구박물관(휴관),서울,종로구,박물관,사립,1종,0,15000,281.0,28.6,1.0,2025-01-01,박물관,74,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
사람박물관얼굴,경기,광주시,박물관,사립,1종,1200,1950,500.0,28.5,1.0,2025-01-01,박물관,394,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
벽봉한국장신구박물관,경기,파주시,박물관,사립,1종,2672,575,151.95,27.6,1.0,2025-01-01,박물관,392,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
K&L 뮤지엄,경기,과천시,미술관,사립,2종,8000,80,284.0,27.5,1.0,2025-01-01,미술관,189,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
C ART MUSEUM,경기,양평군,미술관,사립,1종,1500,1750,295.5,27.4,1.0,2025-01-01,미술관,149,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
북촌생활사박물관,서울,종로구,박물관,사립,1종,1268,3742,117.0,27.3,1.0,2025-01-01,박물관,77,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
한국가구박물관,서울,성북구,박물관,사립,1종,540,2000,1082.0,27.3,1.0,2025-01-01,박물관,106,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
토탈미술관,서울,종로구,미술관,사립,1종,2876,136,561.0,27.2,1.0,2025-01-01,미술관,49,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
화폐박물관,경기,파주시,박물관,사립,2종,2600,1080,211.0,27.1,1.0,2025-01-01,박물관,438,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
타임앤블레이드박물관,경기,파주시,박물관,사립,1종,1097,1708,396.0,27.0,1.0,2025-01-01,박물관,423,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
서울대학교 치의학대학원 치의학박물관(휴관),서울,종로구,박물관,대학,1종,0,6000,252.0,26.9,1.0,2025-01-01,박물관,135,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
경희대학교 한의학역사박물관,서울,동대문구,박물관,대학,1종,1000,1980,215.1,26.8,1.0,2025-01-01,박물관,127,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
JCC아트센터,서울,종로구,미술관,사립,1종,4000,188,121.0,26.7,1.0,2025-01-01,미술관,22,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
꼭두박물관(휴관),서울,종로구,박물관,사립,1종,0,13632,143.0,26.7,1.0,2025-01-01,박물관,61,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
블루메미술관,경기,파주시,미술관,사립,1종,3624,101,293.31,26.1,1.0,2025-01-01,미술관,162,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
북촌박물관,서울,종로구,박물관,사립,2종,5103,162,201.0,26.1,1.0,2025-01-01,박물관,76,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
서울과학기술대학교 미술관,서울,노원구,미술관,대학,2종,4400,153,104.0,25.7,1.0,2025-01-01,미술관,59,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
넬슨신애니메이션아트박물관,경기,과천시,박물관,사립,1종,736,1200,575.61,25.5,1.0,2025-01-01,박물관,439,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
엄미술관,경기,화성시,미술관,사립,1종,3012,125,258.0,25.3,1.0,2025-01-01,미술관,172,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
뮤지엄 한미,서울,송파구,미술관,사립,1종,3000,100,347.0,25.1,1.0,2025-01-01,미술관,53,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
한길책박물관,경기,파주시,박물관,사립,1종,2156,232,428.0,25.0,1.0,2025-01-01,박물관,434,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
평강성서유물박물관,서울,구로구,박물관,사립,1종,586,2460,350.0,24.9,1.0,2025-01-01,박물관,104,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
세계인형박물관,경기,파주시,박물관,사립,1종,1833,750,126.0,24.8,1.0,2025-01-01,박물관,398,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
KUMA 계원예술대학교 미술관,경기,의왕시,미술관,대학,2종,3000,94,479.0,24.7,1.0,2025-01-01,미술관,192,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
인천학생6.25참전관,인천,중구,박물관,사립,2종,3848,225,167.9,24.6,1.0,2025-01-01,박물관,243,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
CICA미술관,경기,김포시,미술관,사립,1종,2355,100,600.0,24.5,1.0,2025-01-01,미술관,150,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
DIMA 아트센터,경기,안성시,미술관,대학,2종,2980,213,191.96,24.5,1.0,2025-01-01,미술관,191,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
더리미미술관,인천,강화군,미술관,사립,1종,2113,300,280.0,24.1,1.0,2025-01-01,미술관,93,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
우석뮤지엄,서울,서대문구,박물관,사립,1종,798,1411,268.0,23.4,1.0,2025-01-01,박물관,91,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
관문사성보 박물관,서울,서초구,박물관,사립,1종,1000,900,270.0,23.3,1.0,2025-01-01,박물관,58,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
해움미술관,경기,수원시,미술관,사립,1종,2250,146,293.0,23.0,1.0,2025-01-01,미술관,186,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
한국선교역사기념관(휴관),인천,부평구,박물관,사립,1종,0,359,2350.0,23.0,1.0,2025-01-01,박물관,246,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
가일미술관,경기,가평군,미술관,사립,1종,700,240,1040.0,21.9,1.0,2025-01-01,미술관,151,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
용인대학교박물관,경기,용인시,박물관,대학,1종,474,583,381.0,21.8,1.0,2025-01-01,박물관,450,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
영집궁시박물관,경기,파주시,박물관,사립,2종,2287,376,116.0,21.5,1.0,2025-01-01,박물관,404,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
한국미술관,경기,용인시,미술관,사립,1종,1280,130,539.0,21.1,1.0,2025-01-01,미술관,184,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
초전섬유·퀼트박물관,서울,중구,박물관,사립,1종,496,1925,202.0,21.1,1.0,2025-01-01,박물관,100,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
남송미술관,경기,가평군,미술관,사립,1종,1095,160,565.0,21.0,1.0,2025-01-01,미술관,154,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
선바위미술관,경기,과천시,미술관,사립,1종,100,500,742.0,20.9,1.0,2025-01-01,미술관,164,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
과천사료박물관,경기,과천시,박물관,공립,1종,868,175,225.6,20.8,1.0,2025-01-01,박물관,377,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
한익환서울아트박물관,서울,용산구,박물관,사립,1종,1165,526,103.0,20.8,1.0,2025-01-01,박물관,115,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
고촌이종근기념관,서울,서대문구,박물관,사립,2종,2655,119,200.0,20.1,1.0,2025-01-01,박물관,57,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
재미난박물관,인천,중구,박물관,사립,미등록,1100,600,480.0,19.9,1.0,2025-01-01,박물관,244,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
포마자동차디자인미술관,경기,고양시,미술관,사립,1종,577,264,626.0,19.7,1.0,2025-01-01,미술관,182,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
전원미술관,인천,강화군,미술관,사립,1종,700,230,555.9,19.7,1.0,2025-01-01,미술관,94,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
돌석도예박물관(휴관),경기,안양시,박물관,사립,1종,0,1000,264.0,19.5,1.0,2025-01-01,박물관,384,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
삶의이야기가있는집,경기,용인시,박물관,사립,2종,558,1580,300.0,19.5,1.0,2025-01-01,박물관,395,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
경원미술관,인천,연수구,미술관,사립,2종,700,710,373.31,19.3,1.0,2025-01-01,미술관,96,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
심장박물관,인천,계양구,박물관,사립,1종,1489,271,102.6,19.2,1.0,2025-01-01,박물관,239,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
옹청박물관,경기,여주시,박물관,사립,1종,650,573,210.0,19.1,1.0,2025-01-01,박물관,406,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
김세중미술관,서울,용산구,미술관,사립,2종,2111,110,362.0,19.0,1.0,2025-01-01,미술관,26,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
세계장신구박물관,서울,종로구,박물관,사립,1종,0,1000,221.0,19.0,1.0,2025-01-01,박물관,84,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
뮤제 쉼,서울,종로구,박물관,사립,1종,0,1082,145.0,18.5,1.0,2025-01-01,박물관,85,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
외할머니의 부엌,경기,김포시,박물관,사립,2종,1510,362,132.0,18.2,1.0,2025-01-01,박물관,408,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
박을복자수박물관,서울,강북구,박물관,사립,1종,1008,272,152.0,18.1,1.0,2025-01-01,박물관,71,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
이영미술관(휴관),서울,성북구,미술관,사립,1종,0,500,329.0,17.9,1.0,2025-01-01,미술관,57,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
죽포미술관,경기,여주시,미술관,사립,2종,550,200,1105.8,17.5,1.0,2025-01-01,미술관,180,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
혜명단청박물관,인천,중구,박물관,사립,1종,50,758,163.4,17.5,1.0,2025-01-01,박물관,248,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
명인박물관,서울,종로구,박물관,사립,2종,963,700,90.0,17.1,1.0,2025-01-01,박물관,68,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
백영수미술관,경기,의정부시,미술관,사립,1종,1496,110,106.0,16.9,1.0,2025-01-01,미술관,160,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
기산음악박물관,경기,양평군,박물관,사립,1종,800,112,305.7,16.3,1.0,2025-01-01,박물관,440,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
엠엠아트센터(휴관),경기,평택시,미술관,사립,1종,0,110,892.5,16.3,1.0,2025-01-01,미술관,173,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
설미재미술관,경기,가평군,미술관,사립,1종,1050,139,104.0,15.9,1.0,2025-01-01,미술관,165,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
한국색동박물관,서울,종로구,박물관,사립,2종,350,1319,108.0,15.9,1.0,2025-01-01,박물관,109,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
상원미술관(휴관),서울,종로구,미술관,사립,1종,0,322,219.0,15.0,1.0,2025-01-01,미술관,33,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
초연다구박물관(휴관),인천,중구,박물관,사립,2종,0,1000,109.0,14.9,1.0,2025-01-01,박물관,245,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
유리지공예관,서울,서초구,미술관,사립,1종,540,68,254.0,12.2,1.0,2025-01-01,미술관,44,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
일지미술관,경기,가평군,미술관,사립,2종,430,66,84.0,6.8,1.0,2025-01-01,미술관,178,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
